Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2016,1,1,0,0,0,0,1,2.2,177.77,0,0.17,1.1,1.2,167,40.16,15.7,974
2016,1,1,1,0,0,0,1,2.5,163.98,0,0.17,1.2,1.2,179,43.1,15,974
2016,1,1,2,0,0,0,1,2.8,150.22,0,0.17,1.2,1.2,188,44.81,14.7,974
2016,1,1,3,0,0,0,1,3.1,136.54,0,0.17,1.2,1.2,197,46.2,14.5,974
2016,1,1,4,0,0,0,1,3.3,122.99,0,0.17,1.2,1.2,201,48,14.2,974
2016,1,1,5,0,0,0,1,3.5,109.59,0,0.15,1.4,1.3,103,48.86,14.1,979
2016,1,1,6,0,0,0,1,3.4,96.58,0,0.15,1.4,1.3,105,48.58,14.1,979
2016,1,1,7,0,62,62,1,3.4,83.92,0,0.15,2.2,1.2,108,37.75,18,980
2016,1,1,8,0,260,260,0,3.5,72.22,0,0.15,2.3,1.2,112,30.49,21.6,981
2016,1,1,9,0,454,454,0,3,61.65,0,0.15,1.4,1.3,118,21.53,26.8,981
2016,1,1,10,0,608,608,0,2.6,52.99,0,0.15,0.5,1.3,277,17.38,30,981
2016,1,1,11,0,710,710,0,2.6,47.31,0,0.15,1.2,1.3,297,16.06,31.4,980
2016,1,1,12,0,735,735,0,2.5,45.76,0,0.15,2,1.3,304,15.44,32,978
2016,1,1,13,0,685,685,0,2.5,48.74,0,0.15,2.5,1.4,310,15.4,32,977
2016,1,1,14,0,565,565,0,2.4,55.51,0,0.15,2.8,1.4,317,15.75,31.5,977
2016,1,1,15,0,398,398,0,2.2,64.89,0,0.15,2.7,1.3,326,16.54,30.4,977
2016,1,1,16,0,195,195,0,2.5,75.91,0,0.15,1.5,1.3,338,20.22,27.3,977
2016,1,1,17,0,18,18,0,2.4,87.77,0,0.15,1.3,1.3,360,25.49,23.3,978
2016,1,1,18,0,0,0,0,2.4,100.74,0,0.15,1.3,1.4,22,27.46,22,979
2016,1,1,19,0,0,0,0,2.3,113.87,0,0.15,1.3,1.4,42,29.27,20.9,980
2016,1,1,20,0,0,0,1,2.3,127.28,0,0.15,1.4,1.4,57,30.93,20,980
2016,1,1,21,0,0,0,1,2.3,140.87,0,0.15,1.4,1.4,71,32.94,19,980
2016,1,1,22,0,0,0,1,2.3,154.58,0,0.15,1.5,1.4,82,34.49,18.2,980
2016,1,1,23,0,0,0,1,2.4,168.36,0,0.15,1.5,1.4,89,36.54,17.4,980
2016,1,2,0,0,0,0,1,2.6,177.8,0,0.15,1.5,1.5,92,38.96,16.6,979
2016,1,2,1,0,0,0,1,2.7,164,0,0.15,1.4,1.5,91,41.41,15.8,979
2016,1,2,2,0,0,0,1,2.7,150.24,0,0.15,1.3,1.4,86,42.88,15.3,979
2016,1,2,3,0,0,0,1,2.7,136.56,0,0.15,1.3,1.4,81,44.12,14.8,979
2016,1,2,4,0,0,0,1,2.6,123.01,0,0.15,1.3,1.4,78,44.98,14.4,979
2016,1,2,5,0,0,0,1,2.5,109.68,0,0.16,1.3,1.3,79,45.82,14,980
2016,1,2,6,0,0,0,1,2.4,96.65,0,0.16,1.2,1.3,82,45.71,13.9,980
2016,1,2,7,0,64,64,1,2.3,83.98,0,0.16,1.6,1.3,85,36.53,17.3,981
2016,1,2,8,0,263,263,0,2.3,72.27,0,0.16,1.7,1.3,79,29.23,20.9,982
2016,1,2,9,0,459,459,0,2.2,61.67,0,0.16,1.6,1.3,50,21.74,25.7,982
2016,1,2,10,0,612,612,0,2,52.97,0,0.16,1.7,1.4,14,18.29,28.4,981
2016,1,2,11,0,685,685,0,1.6,47.26,0,0.16,1.8,1.4,355,16.53,29.6,980
2016,1,2,12,0,709,709,0,1.1,45.68,0,0.16,2,1.4,345,15.44,30.2,979
2016,1,2,13,0,660,660,0,0.7,48.62,0,0.16,2.1,1.5,339,14.85,30.4,978
2016,1,2,14,0,544,544,0,0.5,55.38,0,0.16,2.2,1.5,339,14.96,30,977
2016,1,2,15,0,377,377,0,0.4,64.76,0,0.16,2.2,1.5,344,15.63,29.1,977
2016,1,2,16,0,182,182,0,0.8,75.77,0,0.16,1.2,1.4,354,19.47,25.9,977
2016,1,2,17,0,14,14,0,0.7,87.64,0,0.16,1.3,1.4,10,24.11,22.2,978
2016,1,2,18,0,0,0,0,0.6,100.61,0,0.16,1.3,1.4,25,25.95,20.9,979
2016,1,2,19,0,0,0,1,0.6,113.74,0,0.16,1.3,1.4,38,27.66,19.8,980
2016,1,2,20,0,0,0,1,0.5,127.15,0,0.16,1.4,1.4,47,28.98,18.9,980
2016,1,2,21,0,0,0,1,0.3,140.75,0,0.16,1.4,1.4,55,30.24,18,980
2016,1,2,22,0,0,0,1,0.4,154.47,0,0.16,1.5,1.3,61,32.46,17,980
2016,1,2,23,0,0,0,1,0.5,168.25,0,0.16,1.5,1.3,67,34.74,16.1,979
2016,1,3,0,0,0,0,1,0.7,177.91,0,0.16,1.5,1.2,71,36.92,15.3,979
2016,1,3,1,0,0,0,1,0.7,164.11,0,0.16,1.5,1.2,75,38.79,14.6,978
2016,1,3,2,0,0,0,1,0.7,150.34,0,0.16,1.5,1.2,78,40.65,13.9,978
2016,1,3,3,0,0,0,0,0.7,136.65,0,0.16,1.5,1.2,81,41.89,13.4,978
2016,1,3,4,0,0,0,1,0.6,123.1,0,0.16,1.5,1.2,87,42.81,13,978
2016,1,3,5,0,0,0,0,0.6,109.75,0,0.15,1.5,1.1,92,43.4,12.7,978
2016,1,3,6,0,0,0,1,0.5,96.72,0,0.15,1.5,1.1,96,43.19,12.7,979
2016,1,3,7,0,53,53,1,0.4,84.03,0,0.15,2.2,1.1,100,33.9,16.4,980
2016,1,3,8,0,241,241,0,0.5,72.3,0,0.15,2.4,1.1,100,27.16,20,981
2016,1,3,9,0,431,431,0,1.3,61.68,0,0.15,2.3,1.1,80,21.95,24.4,981
2016,1,3,10,0,582,582,0,1.2,52.96,0,0.15,2,1.1,62,18.83,26.9,980
2016,1,3,11,0,706,706,0,0.6,47.21,0,0.15,1.8,1.1,50,16.44,28.5,979
2016,1,3,12,0,732,732,1,0.1,45.58,0,0.15,1.6,1.1,35,14.92,29.5,978
2016,1,3,13,0,685,685,0,-0.2,48.5,0,0.15,1.7,1.1,17,14.33,29.8,977
2016,1,3,14,0,579,579,0,-0.4,55.24,0,0.15,1.9,1.1,5,14.33,29.6,976
2016,1,3,15,0,407,407,0,-0.5,64.62,0,0.15,2.1,1.1,1,15.11,28.6,976
2016,1,3,16,0,202,202,0,0.1,75.63,0,0.15,1.2,1.1,2,18.96,25.4,976
2016,1,3,17,0,20,20,0,-0.1,87.51,0,0.15,1.3,1.1,11,23.75,21.5,977
2016,1,3,18,0,0,0,0,-0.3,100.48,0,0.15,1.4,1.1,24,25.39,20.2,977
2016,1,3,19,0,0,0,1,-0.6,113.61,0,0.15,1.4,1.1,36,26.42,19.2,978
2016,1,3,20,0,0,0,1,-0.8,127.03,0,0.15,1.4,1,47,27.66,18.2,978
2016,1,3,21,0,0,0,1,-0.8,140.63,0,0.15,1.4,1,60,29.18,17.3,978
2016,1,3,22,0,0,0,1,-0.9,154.35,0,0.15,1.4,1,72,30.82,16.4,978
2016,1,3,23,0,0,0,1,-0.9,168.14,0,0.15,1.4,1,79,32.45,15.6,978
2016,1,4,0,0,0,0,1,-0.8,178.03,0,0.15,1.4,1,83,34.23,14.8,978
2016,1,4,1,0,0,0,1,-0.8,164.21,0,0.15,1.4,1,85,35.64,14.2,978
2016,1,4,2,0,0,0,1,-0.8,150.43,0,0.15,1.4,1,86,36.79,13.7,978
2016,1,4,3,0,0,0,1,-0.9,136.74,0,0.15,1.4,1,88,37.87,13.2,978
2016,1,4,4,0,0,0,1,-0.9,123.18,0,0.15,1.4,1,91,38.72,12.8,978
2016,1,4,5,0,0,0,0,-1,109.83,0,0.16,1.4,1,94,39.36,12.5,979
2016,1,4,6,0,0,0,0,-1,96.79,0,0.16,1.4,1,99,39.22,12.5,980
2016,1,4,7,0,62,62,0,-1,84.08,0,0.16,2.1,1,105,29.69,16.8,981
2016,1,4,8,0,262,262,0,-0.9,72.33,0,0.16,2.5,1,105,23.4,20.7,981
2016,1,4,9,0,426,462,3,-0.5,61.69,0,0.16,2.1,1,91,18.32,25.3,981
2016,1,4,10,0,620,620,0,-0.7,52.93,0,0.16,1.6,1,82,15.44,27.9,981
2016,1,4,11,0,712,712,7,-1.1,47.14,5,0.16,1.3,1,80,13.85,29.3,979
2016,1,4,12,0,739,739,0,-1.4,45.48,0,0.16,1.1,1,82,12.84,30.2,978
2016,1,4,13,0,694,694,7,-1.7,48.37,5,0.16,0.9,1,84,12.33,30.6,977
2016,1,4,14,0,577,577,0,-1.9,55.1,0,0.16,0.6,1,72,12.23,30.5,976
2016,1,4,15,0,406,406,0,-2,64.47,0,0.16,0.6,1,34,12.66,29.7,976
2016,1,4,16,0,202,202,0,-0.7,75.49,0,0.16,0.7,1,12,16.28,27,976
2016,1,4,17,0,20,20,0,-1,87.38,0,0.16,1.1,1.1,15,19.36,23.7,977
2016,1,4,18,0,0,0,1,-1,100.34,0,0.16,1.2,1.1,28,21.46,22,978
2016,1,4,19,0,0,0,1,-1.1,113.48,0,0.16,1.3,1.1,45,23.2,20.7,979
2016,1,4,20,0,0,0,1,-1.1,126.9,0,0.16,1.3,1.1,67,24.57,19.7,979
2016,1,4,21,0,0,0,1,-1.4,140.51,0,0.16,1.3,1.1,90,25.86,18.6,979
2016,1,4,22,0,0,0,1,-1.7,154.24,0,0.16,1.4,1.1,109,26.83,17.6,979
2016,1,4,23,0,0,0,1,-1.6,168.03,0,0.16,1.4,1.1,121,28.4,16.8,979
2016,1,5,0,0,0,0,1,-1.5,178.14,0,0.16,1.4,1.1,129,30.16,16,978
2016,1,5,1,0,0,0,1,-1.4,164.31,0,0.16,1.4,1.1,135,31.45,15.5,978
2016,1,5,2,0,0,0,1,-1.3,150.53,0,0.16,1.3,1.1,137,32.32,15.2,977
2016,1,5,3,0,0,0,1,-1.1,136.83,0,0.16,1.4,1.1,133,33.44,14.8,977
2016,1,5,4,0,0,0,1,-1,123.26,0,0.16,1.4,1,131,34.83,14.3,977
2016,1,5,5,0,0,0,1,-0.9,109.9,0,0.15,1.4,1,131,35.82,14,977
2016,1,5,6,0,0,0,0,-0.8,96.84,0,0.15,1.3,1,131,36.19,14,978
2016,1,5,7,0,59,59,1,-0.6,84.13,0,0.15,1.3,1,135,29.7,17.3,979
2016,1,5,8,0,256,256,0,-0.4,72.36,0,0.15,1.7,1.1,135,23.98,20.9,980
2016,1,5,9,0,453,453,0,-0.3,61.69,0,0.15,0.6,1.1,135,17.87,25.9,980
2016,1,5,10,0,610,610,0,-0.2,52.9,0,0.15,0.4,1.1,316,15.52,28.5,979
2016,1,5,11,0,709,709,0,-0.2,47.07,0,0.15,0.7,1.1,316,14.35,29.8,978
2016,1,5,12,0,737,737,0,-0.3,45.37,0,0.15,1,1.1,305,13.71,30.5,977
2016,1,5,13,0,691,691,0,-0.3,48.23,0,0.15,1.3,1.1,298,13.55,30.7,976
2016,1,5,14,0,583,583,0,-0.4,54.95,0,0.15,1.7,1.1,302,13.73,30.4,975
2016,1,5,15,0,412,412,0,-0.5,64.32,0,0.15,1.8,1.2,314,14.23,29.6,975
2016,1,5,16,0,208,208,0,0.2,75.35,0,0.15,1,1.2,337,17.79,26.6,975
2016,1,5,17,0,23,23,0,-0.1,87.25,0,0.15,1.2,1.2,2,21.51,23.1,975
2016,1,5,18,0,0,0,0,-0.2,100.21,0,0.15,1.2,1.2,22,22.7,22.1,976
2016,1,5,19,0,0,0,1,-0.2,113.35,0,0.15,1.2,1.2,45,23.63,21.4,977
2016,1,5,20,0,0,0,1,-0.2,126.78,0,0.15,1.3,1.2,66,25.14,20.4,977
2016,1,5,21,0,0,0,1,-0.3,140.39,0,0.15,1.4,1.2,85,26.84,19.2,977
2016,1,5,22,0,0,0,1,-0.5,154.12,0,0.15,1.4,1.2,104,28.31,18.2,977
2016,1,5,23,0,0,0,1,-0.3,167.93,0,0.15,1.4,1.2,123,30.2,17.4,977
2016,1,6,0,0,0,0,1,-0.1,178.24,0,0.15,1.4,1.2,137,31.45,17,977
2016,1,6,1,0,0,0,1,0.1,164.41,0,0.15,1.4,1.2,150,32.29,16.8,977
2016,1,6,2,0,0,0,1,0.2,150.62,0,0.15,1.4,1.2,145,34.03,16.1,976
2016,1,6,3,0,0,0,1,0.3,136.91,0,0.15,1.4,1.2,141,35.57,15.5,976
2016,1,6,4,0,0,0,1,0.4,123.33,0,0.15,1.4,1.2,144,36.25,15.3,976
2016,1,6,5,0,0,0,1,0.5,109.96,0,0.15,1.5,1.2,150,37.99,14.7,977
2016,1,6,6,0,0,0,3,0.7,96.9,0,0.15,1.5,1.2,152,39.37,14.3,978
2016,1,6,7,0,62,62,1,0.8,84.17,0,0.15,1.8,1.2,153,30.52,18.5,978
2016,1,6,8,0,262,262,0,1.2,72.38,0,0.15,2.2,1.2,154,24.48,22.5,979
2016,1,6,9,0,462,462,0,0.7,61.69,0,0.15,1.3,1.2,180,17.83,27.2,979
2016,1,6,10,0,620,620,0,0.1,52.86,0,0.15,1.2,1.2,232,15,29.5,978
2016,1,6,11,0,719,719,0,0.1,46.99,0,0.15,1.5,1.3,251,13.99,30.7,977
2016,1,6,12,0,746,746,0,0.4,45.25,0,0.15,1.8,1.3,256,13.73,31.3,976
2016,1,6,13,0,700,700,0,0.7,48.09,0,0.15,2,1.3,259,13.96,31.4,975
2016,1,6,14,0,584,584,0,0.9,54.8,0,0.15,2,1.3,267,14.41,31.1,974
2016,1,6,15,0,415,415,0,0.9,64.17,0,0.15,2.1,1.3,278,15.34,30.1,974
2016,1,6,16,0,210,210,0,1.5,75.2,0,0.15,1.1,1.4,292,19.18,26.9,975
2016,1,6,17,0,25,25,0,1.3,87.11,0,0.15,1.3,1.4,309,23.75,23.1,975
2016,1,6,18,0,0,0,0,1.1,100.07,0,0.15,1.3,1.4,319,25.09,22,976
2016,1,6,19,0,0,0,1,1,113.22,0,0.15,1.3,1.4,329,25.6,21.5,977
2016,1,6,20,0,0,0,1,0.9,126.66,0,0.15,1.1,1.4,338,24.96,21.8,978
2016,1,6,21,0,0,0,7,0.6,140.27,0,0.15,0.5,1.4,7,23.8,22.3,978
2016,1,6,22,0,0,0,7,0.6,154.01,0,0.15,0.6,1.4,118,24.72,21.6,977
2016,1,6,23,0,0,0,7,0.3,167.82,0,0.15,1,1.4,139,26.96,19.9,977
2016,1,7,0,0,0,0,1,0.5,178.33,0,0.15,1.2,1.4,154,29.55,18.6,977
2016,1,7,1,0,0,0,1,0.7,164.5,0,0.15,1.3,1.4,167,32.18,17.5,977
2016,1,7,2,0,0,0,1,0.9,150.71,0,0.15,1.2,1.5,173,33.41,17.1,976
2016,1,7,3,0,0,0,1,1,136.99,0,0.15,1.1,1.5,177,34.14,16.9,976
2016,1,7,4,0,0,0,1,1.1,123.41,0,0.15,1,1.5,183,34.87,16.7,977
2016,1,7,5,0,0,0,7,1.2,110.03,0,0.15,1,1.5,189,35.35,16.6,977
2016,1,7,6,0,0,0,7,1.3,96.95,0,0.15,1,1.5,191,35.65,16.6,978
2016,1,7,7,0,61,61,1,1.5,84.2,0,0.15,0.8,1.6,186,31.62,18.7,979
2016,1,7,8,0,215,260,3,1.6,72.4,0,0.15,1.1,1.6,183,26.12,21.9,980
2016,1,7,9,0,419,459,7,1.5,61.68,0,0.15,0.8,1.6,256,19.93,26.3,980
2016,1,7,10,0,495,614,7,2.3,52.82,0,0.15,1.4,1.7,297,18.08,28.9,980
2016,1,7,11,0,605,706,7,2.8,46.91,0,0.15,1.8,1.7,301,17.66,30,979
2016,1,7,12,0,735,735,7,3.2,45.13,5,0.15,2,1.7,304,17.56,30.5,977
2016,1,7,13,0,595,689,3,3.4,47.94,0,0.15,2.2,1.8,306,17.57,30.8,976
2016,1,7,14,0,570,570,0,3.6,54.64,0,0.15,2.3,1.8,307,18.34,30.3,976
2016,1,7,15,0,404,404,7,3.7,64.02,5,0.15,2.1,1.8,312,19.5,29.3,976
2016,1,7,16,0,69,205,7,4.1,75.05,3,0.15,1,1.8,322,23.19,26.8,976
2016,1,7,17,0,12,25,7,4.1,86.97,3,0.15,1.1,1.8,339,27.5,24,977
2016,1,7,18,0,0,0,0,4.2,99.93,0,0.15,1.1,1.8,354,28.95,23.3,977
2016,1,7,19,0,0,0,3,4.4,113.09,0,0.15,1,1.8,13,29.71,23,978
2016,1,7,20,0,0,0,0,4.4,126.53,0,0.15,0.8,1.8,34,30.8,22.5,978
2016,1,7,21,0,0,0,1,4.5,140.15,0,0.15,0.7,1.8,56,32.33,21.8,978
2016,1,7,22,0,0,0,1,4.2,153.9,0,0.15,0.7,1.8,93,32.57,21.3,978
2016,1,7,23,0,0,0,1,4.2,167.71,0,0.15,0.8,1.8,130,33.71,20.7,978
2016,1,8,0,0,0,0,1,4.2,178.41,0,0.15,0.9,1.8,148,35.86,19.8,978
2016,1,8,1,0,0,0,1,4.5,164.59,0,0.15,1,1.8,162,38.61,18.9,977
2016,1,8,2,0,0,0,1,4.7,150.79,0,0.15,1,1.8,160,40.54,18.4,977
2016,1,8,3,0,0,0,1,4.8,137.07,0,0.15,0.9,1.8,147,41.23,18.2,977
2016,1,8,4,0,0,0,1,4.8,123.48,0,0.15,0.9,1.8,134,41.92,17.9,977
2016,1,8,5,0,0,0,1,4.8,110.09,0,0.15,0.9,1.7,122,42.73,17.6,977
2016,1,8,6,0,0,0,1,4.8,97,0,0.15,0.9,1.7,114,43.73,17.3,978
2016,1,8,7,0,46,58,3,5.8,84.23,3,0.15,0.8,1.7,111,41.81,19.1,979
2016,1,8,8,0,252,252,1,5.5,72.41,0,0.15,0.9,1.8,125,34.29,22,980
2016,1,8,9,0,375,446,3,4.6,61.66,0,0.15,0.4,1.8,216,24.36,26.6,980
2016,1,8,10,0,488,600,3,4.5,52.77,0,0.15,1.6,1.8,266,21.06,29,980
2016,1,8,11,0,678,678,0,4.7,46.82,0,0.15,2.3,1.8,276,20.16,30,978
2016,1,8,12,0,705,705,0,4.9,45,0,0.15,2.9,1.8,284,19.86,30.5,977
2016,1,8,13,0,660,660,0,5.1,47.79,0,0.15,3.3,1.8,292,20.14,30.5,976
2016,1,8,14,0,545,545,0,5.3,54.48,0,0.15,3.4,1.8,297,20.96,30,975
2016,1,8,15,0,383,383,0,5.3,63.86,0,0.15,3.2,1.8,300,22.14,29.1,975
2016,1,8,16,0,191,191,1,5.4,74.89,0,0.15,1.7,1.8,303,25.91,26.5,975
2016,1,8,17,0,20,20,1,5.4,86.83,0,0.15,1.2,1.8,301,31.92,23,976
2016,1,8,18,0,0,0,7,5.3,99.79,0,0.15,1.1,1.7,294,32.82,22.5,976
2016,1,8,19,0,0,0,1,5.3,112.96,0,0.15,1.1,1.7,289,33.95,21.9,977
2016,1,8,20,0,0,0,7,5.3,126.41,0,0.15,1.1,1.7,291,35.78,21,977
2016,1,8,21,0,0,0,3,4.9,140.03,0,0.15,1.1,1.7,297,37.09,20,977
2016,1,8,22,0,0,0,3,4.9,153.78,0,0.15,1.2,1.7,313,39.67,18.9,977
2016,1,8,23,0,0,0,1,4.9,167.6,0,0.15,1.2,1.6,331,42.65,17.8,976
2016,1,9,0,0,0,0,1,5,178.47,0,0.15,1.2,1.5,349,45.09,17,976
2016,1,9,1,0,0,0,1,5.1,164.68,0,0.15,1.1,1.5,5,47.02,16.4,975
2016,1,9,2,0,0,0,1,5.1,150.87,0,0.15,1.1,1.4,15,48.96,15.8,975
2016,1,9,3,0,0,0,1,5.1,137.14,0,0.15,1.1,1.4,26,50.15,15.4,975
2016,1,9,4,0,0,0,1,5,123.54,0,0.15,1,1.4,35,51.68,14.9,975
2016,1,9,5,0,0,0,1,5,110.14,0,0.15,1,1.3,45,52.57,14.6,975
2016,1,9,6,0,0,0,1,5,97.04,0,0.15,1,1.3,47,52.86,14.5,976
2016,1,9,7,0,64,64,1,5,84.26,0,0.15,1.3,1.2,48,45.33,16.9,977
2016,1,9,8,0,270,270,0,4.9,72.42,0,0.15,1.3,1.2,36,36.2,20.4,978
2016,1,9,9,0,474,474,0,4.9,61.64,0,0.15,1.6,1.2,334,27.04,25.2,978
2016,1,9,10,0,637,637,0,4.7,52.71,0,0.15,2.2,1.1,302,23.56,27.3,978
2016,1,9,11,0,716,716,0,3.9,46.72,0,0.15,2.7,1.1,297,20.94,28.4,976
2016,1,9,12,0,746,746,0,3.1,44.86,0,0.15,2.9,1.1,297,19,29.1,975
2016,1,9,13,0,703,703,0,2.4,47.62,0,0.15,2.8,1.1,300,17.87,29.3,974
2016,1,9,14,0,590,590,0,2,54.31,0,0.15,3,1.1,303,17.6,29,974
2016,1,9,15,0,420,420,0,1.7,63.69,0,0.15,3,1.1,308,18.22,28.1,974
2016,1,9,16,0,216,216,0,1.7,74.74,0,0.15,1.6,1.1,318,21.49,25.3,975
2016,1,9,17,0,28,28,0,1.5,86.69,0,0.15,1.2,1,338,26.88,21.3,975
2016,1,9,18,0,0,0,0,0.9,99.65,0,0.15,1.3,1,358,27.52,20.3,976
2016,1,9,19,0,0,0,1,0.3,112.83,0,0.15,1.4,1,9,28.17,19.2,977
2016,1,9,20,0,0,0,1,-0.1,126.28,0,0.15,1.5,0.9,20,29.43,18,977
2016,1,9,21,0,0,0,1,-0.6,139.92,0,0.15,1.5,0.9,29,30.35,16.9,977
2016,1,9,22,0,0,0,1,-1.2,153.67,0,0.15,1.4,0.8,41,31,15.9,976
2016,1,9,23,0,0,0,1,-1.7,167.49,0,0.15,1.3,0.8,49,31.31,15.2,976
2016,1,10,0,0,0,0,0,-2.1,178.52,0,0.15,1.3,0.8,59,31.46,14.7,976
2016,1,10,1,0,0,0,1,-2.3,164.77,0,0.15,1.3,0.8,71,31.48,14.4,976
2016,1,10,2,0,0,0,0,-2.5,150.95,0,0.15,1.3,0.8,72,32.03,13.9,976
2016,1,10,3,0,0,0,1,-2.7,137.22,0,0.15,1.3,0.7,81,32.9,13.3,976
2016,1,10,4,0,0,0,1,-2.8,123.61,0,0.15,1.3,0.7,88,34.05,12.7,976
2016,1,10,5,0,0,0,1,-2.7,110.19,0,0.15,1.4,0.7,97,35.14,12.3,977
2016,1,10,6,0,0,0,1,-2.5,97.08,0,0.15,1.4,0.7,107,35.91,12.2,978
2016,1,10,7,0,61,61,1,-2.1,84.28,0,0.15,1.9,0.7,116,28.07,16.4,979
2016,1,10,8,0,264,264,0,-1.8,72.42,0,0.15,2.3,0.8,117,22.26,20.5,979
2016,1,10,9,0,468,468,0,-1.3,61.61,0,0.15,1.2,0.8,121,17.46,25.1,979
2016,1,10,10,0,630,630,0,-1.8,52.65,0,0.15,0.3,0.8,226,14.82,27.3,979
2016,1,10,11,0,736,736,0,-1.9,46.61,0,0.15,0.9,0.9,274,13.54,28.7,978
2016,1,10,12,0,766,766,0,-1.8,44.71,0,0.15,1.3,0.9,281,13.06,29.4,977
2016,1,10,13,0,723,723,0,-1.7,47.46,0,0.15,1.6,0.9,288,13.11,29.5,976
2016,1,10,14,0,612,612,0,-1.6,54.14,0,0.15,1.8,1,299,13.44,29.2,976
2016,1,10,15,0,441,441,0,-1.7,63.53,0,0.15,2.1,1,316,13.96,28.4,976
2016,1,10,16,0,201,233,7,-1.5,74.58,3,0.15,1.3,0.9,335,16.84,25.5,976
2016,1,10,17,0,32,35,7,-2.2,86.55,3,0.15,1.4,0.9,0,20.89,21.1,977
2016,1,10,18,0,0,0,1,-3.2,99.51,0,0.15,1.6,0.9,17,21.15,19.6,977
2016,1,10,19,0,0,0,3,-4,112.7,0,0.15,1.6,0.8,31,21.36,18.5,978
2016,1,10,20,0,0,0,1,-4.6,126.16,0,0.15,1.5,0.8,46,21.64,17.6,979
2016,1,10,21,0,0,0,3,-5,139.8,0,0.15,1.5,0.8,63,22.1,16.8,979
2016,1,10,22,0,0,0,1,-5.2,153.56,0,0.15,1.5,0.8,79,22.73,16.1,979
2016,1,10,23,0,0,0,4,-5.3,167.38,0,0.15,1.4,0.8,93,23.64,15.4,978
2016,1,11,0,0,0,0,7,-5.2,178.54,0,0.15,1.4,0.8,105,24.53,14.9,978
2016,1,11,1,0,0,0,4,-5.1,164.85,0,0.15,1.5,0.8,113,25.54,14.4,977
2016,1,11,2,0,0,0,4,-5,151.03,0,0.15,1.4,0.8,117,26.12,14.2,977
2016,1,11,3,0,0,0,0,-4.9,137.28,0,0.15,1.4,0.8,117,26.34,14.2,977
2016,1,11,4,0,0,0,0,-4.8,123.66,0,0.15,1.4,0.8,112,26.74,14.1,977
2016,1,11,5,0,0,0,0,-4.6,110.24,0,0.15,1.5,0.8,107,27.87,13.6,978
2016,1,11,6,0,0,0,0,-4.5,97.11,0,0.15,1.5,0.7,107,28.66,13.3,979
2016,1,11,7,0,68,68,1,-4.3,84.29,0,0.15,1.7,0.7,109,22.51,17.3,979
2016,1,11,8,0,282,282,0,-4.2,72.41,0,0.15,2.2,0.7,106,17.37,21.6,980
2016,1,11,9,0,492,492,0,-4.3,61.58,0,0.15,1.3,0.7,49,13.18,26.1,980
2016,1,11,10,0,657,657,0,-4.7,52.58,0,0.15,1.4,0.7,8,11.39,28.1,979
2016,1,11,11,0,741,741,0,-5.2,46.5,0,0.15,1.4,0.7,359,10.35,29.1,978
2016,1,11,12,0,773,773,0,-5.7,44.56,0,0.15,1.3,0.7,353,9.64,29.7,977
2016,1,11,13,0,730,730,0,-6,47.28,0,0.15,1.2,0.7,352,9.27,29.9,976
2016,1,11,14,0,617,617,0,-6.2,53.97,0,0.15,1.2,0.7,355,9.36,29.5,975
2016,1,11,15,0,444,444,0,-6.1,63.36,0,0.15,1.5,0.7,357,9.85,28.7,975
2016,1,11,16,0,234,234,0,-4.8,74.42,0,0.15,0.9,0.7,6,13.02,25.7,975
2016,1,11,17,0,34,34,0,-5.2,86.4,0,0.15,1.2,0.7,18,15.7,22.1,976
2016,1,11,18,0,0,0,1,-5.5,99.37,0,0.15,1.3,0.7,27,16.44,20.9,977
2016,1,11,19,0,0,0,1,-6,112.56,0,0.15,1.4,0.7,42,16.88,19.9,977
2016,1,11,20,0,0,0,1,-6.5,126.03,0,0.15,1.5,0.7,58,17.2,19,978
2016,1,11,21,0,0,0,1,-6.6,139.68,0,0.15,1.5,0.7,75,18.19,18,977
2016,1,11,22,0,0,0,1,-6.5,153.45,0,0.15,1.5,0.7,86,18.92,17.4,977
2016,1,11,23,0,0,0,1,-6.5,167.27,0,0.15,1.5,0.8,99,19.74,16.8,977
2016,1,12,0,0,0,0,1,-6.4,178.53,0,0.15,1.5,0.8,111,20.86,16,976
2016,1,12,1,0,0,0,1,-6.4,164.92,0,0.15,1.5,0.8,119,22.05,15.2,976
2016,1,12,2,0,0,0,1,-6.4,151.1,0,0.15,1.5,0.8,123,22.94,14.6,975
2016,1,12,3,0,0,0,1,-6.3,137.35,0,0.15,1.6,0.8,126,23.74,14.1,975
2016,1,12,4,0,0,0,1,-6.3,123.72,0,0.15,1.6,0.8,130,24.48,13.7,975
2016,1,12,5,0,0,0,1,-6.2,110.28,0,0.16,1.6,0.8,132,25.31,13.3,976
2016,1,12,6,0,0,0,1,-6.1,97.14,0,0.16,1.6,0.8,133,25.53,13.3,976
2016,1,12,7,0,63,63,1,-5.8,84.31,0,0.16,2.2,0.8,136,19.25,18,977
2016,1,12,8,0,268,268,0,-5.6,72.4,0,0.16,2.7,0.9,139,15.11,22.2,978
2016,1,12,9,0,474,474,0,-4.4,61.54,0,0.16,1.3,0.9,160,12.41,27,978
